代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％,展望
4122,貝萊德歐洲價值型基金A2歐元,穩健型,歐元,歐洲,國外,股票型,價值型,國外-股票型,無,12.92,0.09,0.86,-5.17,-5.55,821百萬(歐元),1997/1/8,-5.98,4.62,3.94,4.34,11.05,26.48,32.4,115.24,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 57 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
4123,貝萊德歐洲特別時機基金A2歐元,穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,無,20.61,-0.22,1.19,-5.27,-3.15,"1,197百萬(歐元)",2002/10/14,-13.07,-6.32,-8.64,-6.42,-10.19,3.37,0.05,50.99,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 44 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
4124,貝萊德歐洲靈活股票基金A2歐元,穩健型,歐元,歐洲,國外,股票型,股票型,國外-股票型,無,18.8,-0.17,1.12,-5.33,-2.3,"5,852百萬(歐元)",1986/11/24,-10.55,-2.02,-3.58,-1.95,-5.6,12.4,10.67,90.17,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 45 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
4125,貝萊德世界金融基金A2美元,積極型,美元,全球,國外,金融股,金融股,國外-金融股,無,19.25,0.07,1.35,-7.79,-4.06,"2,313百萬(美元)",2000/3/3,-9.71,-2.72,7.77,-3.05,14.21,64.56,46.82,185.6,以單一產業(金融)為主，惟若遇降息階段則較不利其表現，操作上建議以長期持有為主'。
4127,貝萊德全球智慧數據股票入息基金A2美元(本基金並無保證收益及配息),穩健型,美元,全球,國外,股票型,低波動,國外-股票型,無,9.7,0.14,0.64,-3.15,-0.69,"8,439百萬(美元)",2006/10/13,-3.57,0.64,0.92,0.27,9.82,27.83,20.85,85.21,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
4131,貝萊德美國價值型基金A2美元,穩健型,美元,美國,國外,股票型,價值型,國外-股票型,無,10.95,-0.09,0.39,-4.4,-5.77,783百萬(美元),1997/1/8,-4.12,2,-0.61,1.55,2.4,19.76,12.42,99.38,聯準會啟動降息，市場對美國實現經濟軟著陸的預期增強，有利股市多頭延續。
4135,貝萊德英國基金A2英鎊,穩健型,英鎊,英國,國外,股票型,股票型,國外-股票型,無,11.5,0.04,0.57,-3.73,-5.24,193百萬(英鎊),1985/12/31,-6.05,-0.59,1.3,-0.15,6.84,20.87,12.63,52.75,因投資區域以單一市場(英國)為主，投資比重不建議太高。
4136,貝萊德印度基金A2美元,積極型,美元,印度,國外,股票型,股票型,國外-股票型,無,19.5,-0.09,1.24,-1.64,-0.85,501百萬(美元),2006/4/28,7.1,-8.54,-13.25,-7.69,-4.5,19.3,4.02,120.92,受惠廣大的國內市場，印度成長動能強勁。印度市場是以內資資金為主要參與對象，穩定的現金流挹注使印股表現較為穩健也突顯其投資優勢。
4137,貝萊德智慧數據永續環球小型企業基金A2美,穩健型,美元,全球,國外,中小型股,中小型股,國外-中小型股,無,13.5,-0.15,0.79,-5.02,-7.46,338百萬(美元),1994/11/4,-4.65,-4.69,-7.03,-4.93,-0.13,13.27,5.8,104.84,川普的美國優先政策，將有利於小型企業，在成長性上也相對大型股更有爆發力。
4140,貝萊德環球前瞻股票基金A2美元,穩健型,美元,全球,國外,股票型,股票型,國外-股票型,無,14.98,-0.12,1.01,-4.38,-4.12,"1,470百萬(美元)",1996/2/29,-7.83,-5.92,-6.97,-6.32,-0.47,13.88,3.91,76.15,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
4141,貝萊德日本特別時機基金A2日圓,穩健型,日圓,日本,國外,股票型,股票型,國外-股票型,無,16.5,-0.09,0.75,-4.2,-458,"26,212百萬(日圓)",1987/5/13,-2.76,-6.54,-2.61,-7.18,-0.21,30.64,28.2,90.81,日本經濟維持溫和擴張，在歷經三十年後正走出通貨緊縮困境邁入通膨環境，消費者將增加支出、企業可望擴大資本支出，將創造投資機會，日本股市的每股盈餘獲利穩定且基期偏低，日股相對全球股市折價但卻能提供類似美國市場中科技及成長的元素，加上近年日本公司治理水準提升，預期有利股價表現。此外，評估日本央行將採取溫和漸進的方式回收寬鬆貨幣政策，避免對經濟與金融市場帶來過大衝擊。
4142,貝萊德美國中型企業價值基金A2美元,穩健型,美元,美國,國外,股票型,價值型,國外-股票型,無,12.2,-0.17,0.49,-5.06,-18.2,336百萬(美元),1987/5/13,-5.33,-2.38,-4.63,-2.85,-0.59,13.35,5.44,116.73,聯準會啟動降息，市場對美國實現經濟軟著陸的預期增強，有利股市多頭延續。
4144,貝萊德環球資產配置基金A2美元,穩健型,美元,全球,國外,平衡型,平衡型,國外-平衡型,無,9.26,-0.05,0.61,-2.86,-2.24,"15,549百萬(美元)",1997/1/3,-3.39,-1.02,-2.17,-1.24,2.92,16.01,8.31,49.37,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
4145,貝萊德ESG社會責任多元資產基金A2歐元,穩健型,歐元,全球,國外,平衡型,平衡型,國外-平衡型,無,8.46,-0.12,0.55,-2.39,-0.45,"4,351百萬(歐元)",1999/1/4,-4.62,-5,-3.84,-4.76,0.21,4.5,-4.67,23.2,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
4148,貝萊德世界礦業基金A2歐元,積極型,歐元,全球,國外,天然資源,天然資源,國外-天然資源,無,20.92,-0.22,1.18,-6.59,-3.48,"4,178百萬(美元)",1997/3/24,-6.38,-4.5,-12.65,-2.73,-8.44,-12.61,-24.95,96.21,現階段無明顯利多，屬波動度較高之標的，宜謹慎布局。
4149,貝萊德拉丁美洲基金A2歐元,積極型,歐元,拉丁美洲,國外,股票型,股票型,國外-股票型,無,19.95,-0.37,0.81,-5.14,-2.87,559百萬(美元),1997/1/8,3.56,9.8,-5.05,10.65,-17.31,4.38,-9.51,52.6,目前巴西市場缺乏利多題材，結構性問題短期難有改善，可期待的選舉行情仍要等到明年 10 月，這也意味著在缺乏市場催化劑的情況下，巴西股市較難有發揮空間。
4150,貝萊德環球資產配置基金A2歐元,穩健型,歐元,全球,國外,平衡型,平衡型,國外-平衡型,無,13.65,-0.05,0.9,-2.11,-1.49,"15,549百萬(美元)",2002/7/31,-8.66,-8.09,-2.71,-7.59,0.33,14.01,7.87,45.3,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
4151,貝萊德永續能源基金A2歐元,積極型,歐元,全球,國外,新能源,新能源,國外-新能源,無,15.18,-0.4,0.04,-5.07,-0.66,"4,046百萬(美元)",2001/4/6,-8.5,-14.73,-16.54,-13.37,-13.83,-15.78,-13.49,68,現階段較無明顯之利多，波動性相對大，宜謹慎投資。
4152,貝萊德世界黃金A2歐元,積極型,歐元,全球,國外,貴重金屬,貴重金屬,國外-貴重金屬,無,16.75,0.49,0.8,-3.52,-1.61,"4,435百萬(美元)",1994/12/30,5.57,16.73,14.23,22.43,38.29,38.92,22.23,69.54,因美國總統川普宣布的新汽車關稅在全世界掀起貿易緊張，金價收紅且再創新高，短線仍有震盪，現階段仍長線看好。
4156,貝萊德ESG社會責任多元資產基金A2美元,穩健型,美元,全球,國外,平衡型,平衡型,國外-平衡型,無,8.48,-0.07,0.56,-2.37,-1.24,"4,351百萬(歐元)",2010/4/16,-4.59,-4.73,-3.29,-4.52,1.59,8,1.2,32.81,股票部位較能提供資本利得，債券部位則可提供合理收益水準，透過股債配置方式可降低投組波動，並有效分散投資風險，適合長期投資。
4157,貝萊德美元非投資等級債券基金A2澳幣避險,穩健型,澳幣,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,無,3.86,0.21,1.23,-1.02,-0.2,"2,502百萬(美元)",2011/3/4,-1.81,-0.25,-0.15,0,5.27,13.77,7.29,27.56,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4158,貝萊德中國基金,積極型,美元,中國,國外,股票型,股票型,國外-股票型,無,37.55,0.18,1.27,-4.39,-0.81,947百萬(美元),2008/6/24,-1.91,12.71,-1.81,10.68,26.21,7.65,-7.48,8.66,中國股市近期表現較佳，主要是因政府支持經濟的政策以及DeepSeek人工智慧（AI）突破所帶來的光環效應推動。惟因中國市場仍存在政策性風險，建議謹慎評估自身風險承受度再進行投資。
4159,貝萊德營養科學基金A2美元,積極型,美元,全球,國外,股票型,股票型,國外-股票型,無,10.37,-0.21,0.45,-3.46,-0.42,144百萬(美元),2010/2/9,-3.88,0.17,-6.04,-0.25,-2.65,-11.59,-26.53,11.9,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
4161,貝萊德亞洲巨龍基金A2美元,積極型,美元,亞洲,國外,股票型,股票型,國外-股票型,無,16.62,0.04,1.4,-3.8,-1.8,693百萬(美元),1997/1/2,-0.04,2.33,-4.84,1.76,6.8,4.15,-3.87,31.18,美國汽車關稅政策拖累美股，亦同時壓抑亞股表現，風險屬性較積極者建議可採取左側交易，分批進場；保守型投資人較不建議。
4162,貝萊德亞洲巨龍基金A2歐元,積極型,歐元,亞洲,國外,股票型,股票型,國外-股票型,無,19.34,0.02,1.44,-3.04,-1.3,693百萬(美元),1997/1/2,-5.5,-4.98,-5.36,-4.79,4.14,2.35,-4.28,27.61,美國汽車關稅政策拖累美股，亦同時壓抑亞股表現，風險屬性較積極者建議可採取左側交易，分批進場；保守型投資人較不建議。
4164,貝萊德歐洲價值型基金A2美元避險,穩健型,美元,歐洲,國外,股票型,價值型,國外-股票型,無,13.04,0.13,0.87,-5.23,-1.16,821百萬(歐元),2014/2/26,-5.94,5.02,4.67,4.72,12.82,30.93,41.45,135.71,現在歐洲剛踏入降息週期，未來經濟活動數據有望受到歐洲央行 58 個月前首次降息的帶動，加上歐洲央行目前正穩定降息，歐洲未來的經濟數據有機會逐漸回升，建議逢回買進。
4179,貝萊德亞洲老虎債券基金A6美元(月配現)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,亞洲,國外,債券型,債券型,國外-債券型,月配,3.88,0.45,0.44,0,0,"2,057百萬(美元)",2012/4/2,0.39,3.02,1.16,3.15,7.72,13.08,6.42,2.65,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
4180,貝萊德亞洲老虎債券基金A3美元(配現)(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,亞洲,國外,債券型,債券型,國外-債券型,月配,3.87,0.46,0.44,0.1,0.01,"2,057百萬(美元)",2003/9/1,0.36,3.01,1.05,3.11,7.73,13.06,6.41,2.64,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
4182,貝萊德環球非投資等級債券基金A3美月現配(本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.59,0.36,1.11,-0.81,-0.06,"1,964百萬(美元)",2007/6/8,-1.61,0.1,0.73,0.37,6.91,17.58,11.54,36.54,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4183,貝萊德美元非投資等級債券基金A3美月配現(本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.8,0.26,1.21,-0.92,-0.05,"2,502百萬(美元)",2003/9/1,-1.87,-0.28,-0.07,-0.1,6.09,16.26,11.64,34.3,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4185,貝萊德美元優質債券基金A3美元配現,保守型,美元,美國,國外,債券型,債券型,國外-債券型,月配,5.06,0.25,0.83,0.13,0.02,478百萬(美元),2003/9/1,0.93,3.27,-0.06,3.06,6.06,5.93,0.48,-1.12,債市殖利率普遍墊高，市場已反應聯準會將緩降息的預期，長天期公債殖利率恐仍有上揚風險。各債市中，公債或投資級債券殖利率仍顯著高於金融海嘯後平均水準。非投資級債之殖利率儘管較高，然而利差已降至低檔，需要嚴選持債。
4186,貝萊德美元非投資等級債券基金A3澳避月現(本基金之配息來源可能為本金),穩健型,澳幣,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.91,0.2,1.24,-1.01,-0.1,"2,502百萬(美元)",2011/3/4,-1.8,-0.34,-0.12,-0.04,5.28,13.77,7.3,27.52,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4187,貝萊德美元非投資等級債券基金A6美穩月現(本基金之配息來源可能為本金),穩健型,美元,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.74,0.28,1.2,-0.93,-0.04,"2,502百萬(美元)",2012/2/1,-1.92,-0.31,0.06,-0.08,6.13,16.33,11.7,34.23,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4188,貝萊德美元非投資等級債券基金A8澳穩月現(本基金之配息來源可能為本金),穩健型,澳幣,美國,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.86,0.2,1.24,-1.03,-0.08,"2,502百萬(美元)",2013/2/20,-1.75,-0.26,-0.1,-0.01,5.29,13.73,7.26,27.66,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4189,貝萊德環球非投資等級債券基金A6美月配現(本基金之配息來源可能為本金),穩健型,美元,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.52,0.37,1.08,-0.85,-0.05,"1,964百萬(美元)",2012/4/2,-1.58,0.07,0.8,0.41,6.91,17.56,11.63,36.5,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4190,貝萊德環球非投資等級債券基金A8澳月配現(本基金之配息來源可能為本金),穩健型,澳幣,全球,國外,非投資等級債券,非投資等級債券,國外-非投資等級債券,月配,3.66,0.28,1.07,-0.88,-0.05,"1,964百萬(美元)",2013/2/20,-1.72,-0.06,0.66,0.29,5.96,14.91,7,29.29,受惠經濟成長，對利率敏感度較低，同時殖利率相對具吸引力，可作為投組中之穩定配置。
4194,貝萊德世界礦業基金A2澳幣避險,積極型,澳幣,全球,國外,天然資源,天然資源,國外-天然資源,無,18.87,-0.26,0.94,-7.57,-0.78,"4,178百萬(美元)",2014/3/26,-1.15,2.59,-12.71,3.83,-7.87,-15.02,-31.24,76.37,現階段無明顯利多，屬波動度較高之標的，宜謹慎布局。
4195,貝萊德全球智慧數據股票入息基金A6月配美(本基金並無保證收益及配息且配息來源可能為本金),穩健型,美元,全球,國外,股票型,低波動,國外-股票型,月配,9.71,0.14,0.64,-3.09,-0.27,"8,439百萬(美元)",2014/10/8,-3.58,0.56,0.9,0.22,9.72,27.86,20.84,85.22,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
4196,貝萊德全球智慧數據股票入息基金A8月配澳(本基金並無保證收益及配息且配息來源可能為本金),穩健型,澳幣,全球,國外,股票型,低波動,國外-股票型,月配,9.73,0.1,0.64,-3.28,-0.27,"8,439百萬(美元)",2014/10/8,-3.66,0.38,0.56,0.14,8.43,23.89,14.33,72.09,川普關稅疑雲致全球股市震盪劇烈，不過基本面仍看好，建議可採左側交易，分批進場佈局。
